SIMETIME,ADIRU_AC_POS_LATITUDE_FINE_1,ADIRU_AC_POS_LONGITUDE_1,ADIRU_AC_POS_LONGITUDE_FINE_1,ADIRU_AC_POS_LATITUDE_1
127.7,50.045051574707,8.58668,8.58668231964111,50.0451
127.71,50.045051574707,8.58668,8.58668231964111,50.0451
127.72,50.045051574707,8.58668,8.58668231964111,50.0451
127.73,50.045051574707,8.58668,8.58668231964111,50.0451
127.74,50.045051574707,8.58668,8.58668231964111,50.0451
127.75,50.045051574707,8.58668,8.58668231964111,50.0451
127.76,50.045051574707,8.58668,8.58668231964111,50.0451
127.77,50.045051574707,8.58668,8.58668231964111,50.0451
127.78,50.045051574707,8.58668,8.58668231964111,50.0451
127.79,50.045051574707,8.58668,8.58668231964111,50.0451
127.8,50.045051574707,8.58668,8.58668231964111,50.0451
127.81,50.045051574707,8.58668,8.58668231964111,50.0451
127.82,50.045051574707,8.58668,8.58668231964111,50.0451
127.83,50.045051574707,8.58668,8.58668231964111,50.0451
127.84,50.045051574707,8.58668,8.58668231964111,50.0451
127.85,50.045051574707,8.58668,8.58668231964111,50.0451
127.86,50.045051574707,8.58668,8.58668231964111,50.0451
127.87,50.045051574707,8.58668,8.58668231964111,50.0451
127.88,50.045051574707,8.58668,8.58668231964111,50.0451
127.89,50.045051574707,8.58668,8.58668231964111,50.0451
127.9,50.045051574707,8.58668,8.58668231964111,50.0451
127.91,50.045051574707,8.58668,8.58668231964111,50.0451
127.92,50.045051574707,8.58668,8.58668231964111,50.0451
127.93,50.045051574707,8.58668,8.58668231964111,50.0451
127.94,50.045051574707,8.58668,8.58668231964111,50.0451
127.95,50.045051574707,8.58668,8.58668231964111,50.0451
127.96,50.045051574707,8.58668,8.58668231964111,50.0451
127.97,50.045051574707,8.58668,8.58668231964111,50.0451
127.98,50.045051574707,8.58668,8.58668231964111,50.0451
127.99,50.045051574707,8.58668,8.58668231964111,50.0451
128,50.045051574707,8.58668,8.58668231964111,50.0451
128.01,50.045051574707,8.58668,8.58668231964111,50.0451
128.02,50.045051574707,8.58668,8.58668231964111,50.0451
128.03,50.045051574707,8.58668,8.58668231964111,50.0451
128.04,50.045051574707,8.58668,8.58668231964111,50.0451
128.05,50.045051574707,8.58668,8.58668231964111,50.0451
128.06,50.045051574707,8.58668,8.58668231964111,50.0451
128.07,50.045051574707,8.58668,8.58668231964111,50.0451
128.08,50.045051574707,8.58668,8.58668231964111,50.0451
128.09,50.045051574707,8.58668,8.58668231964111,50.0451
128.1,50.045051574707,8.58668,8.58668231964111,50.0451
128.11,50.045051574707,8.58668,8.58668231964111,50.0451
128.12,50.045051574707,8.58668,8.58668231964111,50.0451
128.13,50.045051574707,8.58668,8.58668231964111,50.0451
128.14,50.045051574707,8.58668,8.58668231964111,50.0451
128.15,50.045051574707,8.58668,8.58668231964111,50.0451
128.16,50.045051574707,8.58668,8.58668231964111,50.0451
128.17,50.045051574707,8.58668,8.58668231964111,50.0451
128.18,50.045051574707,8.58668,8.58668231964111,50.0451
128.19,50.045051574707,8.58668,8.58668231964111,50.0451
128.2,50.045051574707,8.58668,8.58668231964111,50.0451
128.21,50.045051574707,8.58668,8.58668231964111,50.0451
128.22,50.045051574707,8.58668,8.58668231964111,50.0451
128.23,50.045051574707,8.58668,8.58668231964111,50.0451
128.24,50.045051574707,8.58668,8.58668231964111,50.0451
128.25,50.045051574707,8.58668,8.58668231964111,50.0451
128.26,50.045051574707,8.58668,8.58668231964111,50.0451
128.27,50.045051574707,8.58668,8.58668231964111,50.0451
128.28,50.045051574707,8.58668,8.58668231964111,50.0451
128.29,50.045051574707,8.58668,8.58668231964111,50.0451
128.3,50.045051574707,8.58668,8.58668231964111,50.0451
128.31,50.045051574707,8.58668,8.58668231964111,50.0451
128.32,50.045051574707,8.58668,8.58668231964111,50.0451
128.33,50.045051574707,8.58668,8.58668231964111,50.0451
128.34,50.045051574707,8.58668,8.58668231964111,50.0451
128.35,50.045051574707,8.58668,8.58668231964111,50.0451
128.36,50.045051574707,8.58668,8.58668231964111,50.0451
128.37,50.045051574707,8.58668,8.58668231964111,50.0451
128.38,50.045051574707,8.58668,8.58668231964111,50.0451
128.39,50.045051574707,8.58668,8.58668231964111,50.0451
128.4,50.045051574707,8.58668,8.58668231964111,50.0451
128.41,50.045051574707,8.58668,8.58668231964111,50.0451
128.42,50.045051574707,8.58668,8.58668231964111,50.0451
128.43,50.045051574707,8.58668,8.58668231964111,50.0451
128.44,50.045051574707,8.58668,8.58668231964111,50.0451
128.45,50.045051574707,8.58668,8.58668231964111,50.0451
128.46,50.045051574707,8.58668,8.58668231964111,50.0451
128.47,50.045051574707,8.58668,8.58668231964111,50.0451
128.48,50.045051574707,8.58668,8.58668231964111,50.0451
128.49,50.045051574707,8.58668,8.58668231964111,50.0451
128.5,50.045051574707,8.58668,8.58668231964111,50.0451
128.51,50.045051574707,8.58668,8.58668231964111,50.0451
128.52,50.045051574707,8.58668,8.58668231964111,50.0451
128.53,50.045051574707,8.58668,8.58668231964111,50.0451
128.54,50.045051574707,8.58668,8.58668231964111,50.0451
128.55,50.045051574707,8.58668,8.58668231964111,50.0451
128.56,50.045051574707,8.58668,8.58668231964111,50.0451
128.57,50.045051574707,8.58668,8.58668231964111,50.0451
128.58,50.045051574707,8.58668,8.58668231964111,50.0451
128.59,50.045051574707,8.58668,8.58668231964111,50.0451
128.6,50.045051574707,8.58668,8.58668231964111,50.0451
128.61,50.045051574707,8.58668,8.58668231964111,50.0451
128.62,50.045051574707,8.58668,8.58668231964111,50.0451
128.63,50.045051574707,8.58668,8.58668231964111,50.0451
128.64,50.045051574707,8.58668,8.58668231964111,50.0451
128.65,50.045051574707,8.58668,8.58668231964111,50.0451
128.66,50.045051574707,8.58668,8.58668231964111,50.0451
128.67,50.045051574707,8.58668,8.58668231964111,50.0451
128.68,50.045051574707,8.58668,8.58668231964111,50.0451
128.69,50.045051574707,8.58668,8.58668231964111,50.0451
128.7,50.045051574707,8.58668,8.58668231964111,50.0451
128.71,50.045051574707,8.58668,8.58668231964111,50.0451
128.72,50.045051574707,8.58668,8.58668231964111,50.0451
128.73,50.045051574707,8.58668,8.58668231964111,50.0451
128.74,50.045051574707,8.58668,8.58668231964111,50.0451
128.75,50.045051574707,8.58668,8.58668231964111,50.0451
128.76,50.045051574707,8.58668,8.58668231964111,50.0451
128.77,50.045051574707,8.58668,8.58668231964111,50.0451
128.78,50.045051574707,8.58668,8.58668231964111,50.0451
128.79,50.045051574707,8.58668,8.58668231964111,50.0451
128.8,50.045051574707,8.58668,8.58668231964111,50.0451
128.81,50.045051574707,8.58668,8.58668231964111,50.0451
128.82,50.045051574707,8.58668,8.58668231964111,50.0451
128.83,50.045051574707,8.58668,8.58668231964111,50.0451
128.84,50.045051574707,8.58668,8.58668231964111,50.0451
128.85,50.045051574707,8.58668,8.58668231964111,50.0451
128.86,50.045051574707,8.58668,8.58668231964111,50.0451
128.87,50.045051574707,8.58668,8.58668231964111,50.0451
128.88,50.045051574707,8.58668,8.58668231964111,50.0451
128.89,50.045051574707,8.58668,8.58668231964111,50.0451
128.9,50.045051574707,8.58668,8.58668231964111,50.0451
128.91,50.045051574707,8.58668,8.58668231964111,50.0451
128.92,50.045051574707,8.58668,8.58668231964111,50.0451
128.93,50.045051574707,8.58668,8.58668231964111,50.0451
128.94,50.045051574707,8.58668,8.58668231964111,50.0451
128.95,50.045051574707,8.58668,8.58668231964111,50.0451
128.96,50.045051574707,8.58668,8.58668231964111,50.0451
128.97,50.045051574707,8.58668,8.58668231964111,50.0451
128.98,50.045051574707,8.58668,8.58668231964111,50.0451
128.99,50.045051574707,8.58668,8.58668231964111,50.0451
129,50.045051574707,8.58668,8.58668231964111,50.0451
129.01,50.045051574707,8.58668,8.58668231964111,50.0451
129.02,50.045051574707,8.58668,8.58668231964111,50.0451
129.03,50.045051574707,8.58668,8.58668231964111,50.0451
129.04,50.045051574707,8.58668,8.58668231964111,50.0451
129.05,50.045051574707,8.58668,8.58668231964111,50.0451
129.06,50.045051574707,8.58668,8.58668231964111,50.0451
129.07,50.045051574707,8.58668,8.58668231964111,50.0451
129.08,50.045051574707,8.58668,8.58668231964111,50.0451
129.09,50.045051574707,8.58668,8.58668231964111,50.0451
129.1,50.045051574707,8.58668,8.58668231964111,50.0451
129.11,50.045051574707,8.58668,8.58668231964111,50.0451
129.12,50.045051574707,8.58668,8.58668231964111,50.0451
129.13,50.045051574707,8.58668,8.58668231964111,50.0451
129.14,50.045051574707,8.58668,8.58668231964111,50.0451
129.15,50.045051574707,8.58668,8.58668231964111,50.0451
129.16,50.045051574707,8.58668,8.58668231964111,50.0451
129.17,50.045051574707,8.58668,8.58668231964111,50.0451
129.18,50.045051574707,8.58668,8.58668231964111,50.0451
129.19,50.045051574707,8.58668,8.58668231964111,50.0451
129.2,50.045051574707,8.58668,8.58668231964111,50.0451
129.21,50.045051574707,8.58668,8.58668231964111,50.0451
129.22,50.045051574707,8.58668,8.58668231964111,50.0451
129.23,50.045051574707,8.58668,8.58668231964111,50.0451
129.24,50.045051574707,8.58668,8.58668231964111,50.0451
129.25,50.045051574707,8.58668,8.58668231964111,50.0451
129.26,50.045051574707,8.58668,8.58668231964111,50.0451
129.27,50.045051574707,8.58668,8.58668231964111,50.0451
129.28,50.045051574707,8.58668,8.58668231964111,50.0451
129.29,50.045051574707,8.58668,8.58668231964111,50.0451
129.3,50.045051574707,8.58668,8.58668231964111,50.0451
129.31,50.045051574707,8.58668,8.58668231964111,50.0451
129.32,50.045051574707,8.58668,8.58668231964111,50.0451
129.33,50.045051574707,8.58668,8.58668231964111,50.0451
129.34,50.045051574707,8.58668,8.58668231964111,50.0451
129.35,50.045051574707,8.58668,8.58668231964111,50.0451
129.36,50.045051574707,8.58668,8.58668231964111,50.0451
129.37,50.045051574707,8.58668,8.58668231964111,50.0451
129.38,50.045051574707,8.58668,8.58668231964111,50.0451
129.39,50.045051574707,8.58668,8.58668231964111,50.0451
129.4,50.045051574707,8.58668,8.58668231964111,50.0451
129.41,50.045051574707,8.58668,8.58668231964111,50.0451
129.42,50.045051574707,8.58668,8.58668231964111,50.0451
129.43,50.045051574707,8.58668,8.58668231964111,50.0451
129.44,50.045051574707,8.58668,8.58668231964111,50.0451
129.45,50.045051574707,8.58668,8.58668231964111,50.0451
129.46,50.045051574707,8.58668,8.58668231964111,50.0451
129.47,50.045051574707,8.58668,8.58668231964111,50.0451
129.48,50.045051574707,8.58668,8.58668231964111,50.0451
129.49,50.045051574707,8.58668,8.58668231964111,50.0451
129.5,50.045051574707,8.58668,8.58668231964111,50.0451
129.51,50.045051574707,8.58668,8.58668231964111,50.0451
129.52,50.045051574707,8.58668,8.58668231964111,50.0451
129.53,50.045051574707,8.58668,8.58668231964111,50.0451
129.54,50.045051574707,8.58668,8.58668231964111,50.0451
129.55,50.045051574707,8.58668,8.58668231964111,50.0451
129.56,50.045051574707,8.58668,8.58668231964111,50.0451
129.57,50.045051574707,8.58668,8.58668231964111,50.0451
129.58,50.045051574707,8.58668,8.58668231964111,50.0451
129.59,50.045051574707,8.58668,8.58668231964111,50.0451
129.6,50.045051574707,8.58668,8.58668231964111,50.0451
129.61,50.045051574707,8.58668,8.58668231964111,50.0451
129.62,50.045051574707,8.58668,8.58668231964111,50.0451
129.63,50.045051574707,8.58668,8.58668231964111,50.0451
129.64,50.045051574707,8.58668,8.58668231964111,50.0451
129.65,50.045051574707,8.58668,8.58668231964111,50.0451
129.66,50.045051574707,8.58668,8.58668231964111,50.0451
129.67,50.045051574707,8.58668,8.58668231964111,50.0451
129.68,50.045051574707,8.58668,8.58668231964111,50.0451
129.69,50.045051574707,8.58668,8.58668231964111,50.0451
129.7,50.045051574707,8.58668,8.58668231964111,50.0451
129.71,50.045051574707,8.58668,8.58668231964111,50.0451
129.72,50.045051574707,8.58668,8.58668231964111,50.0451
129.73,50.045051574707,8.58668,8.58668231964111,50.0451
129.74,50.045051574707,8.58668,8.58668231964111,50.0451
129.75,50.045051574707,8.58668,8.58668231964111,50.0451
129.76,50.045051574707,8.58668,8.58668231964111,50.0451
129.77,50.045051574707,8.58668,8.58668231964111,50.0451
129.78,50.045051574707,8.58668,8.58668231964111,50.0451
129.79,50.045051574707,8.58668,8.58668231964111,50.0451
129.8,50.045051574707,8.58668,8.58668231964111,50.0451
129.81,50.045051574707,8.58668,8.58668231964111,50.0451
129.82,50.045051574707,8.58668,8.58668231964111,50.0451
129.83,50.045051574707,8.58668,8.58668231964111,50.0451
129.84,50.045051574707,8.58668,8.58668231964111,50.0451
129.85,50.045051574707,8.58668,8.58668231964111,50.0451
129.86,50.045051574707,8.58668,8.58668231964111,50.0451
129.87,50.045051574707,8.58668,8.58668231964111,50.0451
129.88,50.045051574707,8.58668,8.58668231964111,50.0451
129.89,50.045051574707,8.58668,8.58668231964111,50.0451
129.9,50.045051574707,8.58668,8.58668231964111,50.0451
129.91,50.045051574707,8.58668,8.58668231964111,50.0451
129.92,50.045051574707,8.58668,8.58668231964111,50.0451
129.93,50.045051574707,8.58668,8.58668231964111,50.0451
129.94,50.045051574707,8.58668,8.58668231964111,50.0451
129.95,50.045051574707,8.58668,8.58668231964111,50.0451
129.96,50.045051574707,8.58668,8.58668231964111,50.0451
129.97,50.045051574707,8.58668,8.58668231964111,50.0451
129.98,50.045051574707,8.58668,8.58668231964111,50.0451
129.99,50.045051574707,8.58668,8.58668231964111,50.0451
130,50.045051574707,8.58668,8.58668231964111,50.0451
130.01,50.045051574707,8.58668,8.58668231964111,50.0451
130.02,50.045051574707,8.58668,8.58668231964111,50.0451
130.03,50.045051574707,8.58668,8.58668231964111,50.0451
130.04,50.045051574707,8.58668,8.58668231964111,50.0451
130.05,50.045051574707,8.58668,8.58668231964111,50.0451
130.06,50.045051574707,8.58668,8.58668231964111,50.0451
130.07,50.045051574707,8.58668,8.58668231964111,50.0451
130.08,50.045051574707,8.58668,8.58668231964111,50.0451
130.09,50.045051574707,8.58668,8.58668231964111,50.0451
130.1,50.045051574707,8.58668,8.58668231964111,50.0451
130.11,50.045051574707,8.58668,8.58668231964111,50.0451
130.12,50.045051574707,8.58668,8.58668231964111,50.0451
130.13,50.045051574707,8.58668,8.58668231964111,50.0451
130.14,50.045051574707,8.58668,8.58668231964111,50.0451
130.15,50.045051574707,8.58668,8.58668231964111,50.0451
130.16,50.045051574707,8.58668,8.58668231964111,50.0451
130.17,50.045051574707,8.58668,8.58668231964111,50.0451
130.18,50.045051574707,8.58668,8.58668231964111,50.0451
130.19,50.045051574707,8.58668,8.58668231964111,50.0451
130.2,50.045051574707,8.58668,8.58668231964111,50.0451
130.21,50.045051574707,8.58668,8.58668231964111,50.0451
130.22,50.045051574707,8.58668,8.58668231964111,50.0451
130.23,50.045051574707,8.58668,8.58668231964111,50.0451
130.24,50.045051574707,8.58668,8.58668231964111,50.0451
130.25,50.045051574707,8.58668,8.58668231964111,50.0451
130.26,50.045051574707,8.58668,8.58668231964111,50.0451
130.27,50.045051574707,8.58668,8.58668231964111,50.0451
130.28,50.045051574707,8.58668,8.58668231964111,50.0451
130.29,50.045051574707,8.58668,8.58668231964111,50.0451
130.3,50.045051574707,8.58668,8.58668231964111,50.0451
130.31,50.045051574707,8.58668,8.58668231964111,50.0451
130.32,50.045051574707,8.58668,8.58668231964111,50.0451
130.33,50.045051574707,8.58668,8.58668231964111,50.0451
130.34,50.045051574707,8.58668,8.58668231964111,50.0451
130.35,50.045051574707,8.58668,8.58668231964111,50.0451
130.36,50.045051574707,8.58668,8.58668231964111,50.0451
130.37,50.045051574707,8.58668,8.58668231964111,50.0451
130.38,50.045051574707,8.58668,8.58668231964111,50.0451
130.39,50.045051574707,8.58668,8.58668231964111,50.0451
130.4,50.045051574707,8.58668,8.58668231964111,50.0451
130.41,50.045051574707,8.58668,8.58668231964111,50.0451
130.42,50.045051574707,8.58668,8.58668231964111,50.0451
130.43,50.045051574707,8.58668,8.58668231964111,50.0451
130.44,50.045051574707,8.58668,8.58668231964111,50.0451
130.45,50.045051574707,8.58668,8.58668231964111,50.0451
130.46,50.045051574707,8.58668,8.58668231964111,50.0451
130.47,50.045051574707,8.58668,8.58668231964111,50.0451
130.48,50.045051574707,8.58668,8.58668231964111,50.0451
130.49,50.045051574707,8.58668,8.58668231964111,50.0451
130.5,50.045051574707,8.58668,8.58668231964111,50.0451
130.51,50.045051574707,8.58668,8.58668231964111,50.0451
130.52,50.045051574707,8.58668,8.58668231964111,50.0451
130.53,50.045051574707,8.58668,8.58668231964111,50.0451
130.54,50.045051574707,8.58668,8.58668231964111,50.0451
130.55,50.045051574707,8.58668,8.58668231964111,50.0451
130.56,50.045051574707,8.58668,8.58668231964111,50.0451
130.57,50.045051574707,8.58668,8.58668231964111,50.0451
130.58,50.045051574707,8.58668,8.58668231964111,50.0451
130.59,50.045051574707,8.58668,8.58668231964111,50.0451
130.6,50.045051574707,8.58668,8.58668231964111,50.0451
130.61,50.045051574707,8.58668,8.58668231964111,50.0451
130.62,50.045051574707,8.58668,8.58668231964111,50.0451
130.63,50.045051574707,8.58668,8.58668231964111,50.0451
130.64,50.045051574707,8.58668,8.58668231964111,50.0451
130.65,50.045051574707,8.58668,8.58668231964111,50.0451
130.66,50.045051574707,8.58668,8.58668231964111,50.0451
130.67,50.045051574707,8.58668,8.58668231964111,50.0451
130.68,50.045051574707,8.58668,8.58668231964111,50.0451
130.69,50.045051574707,8.58668,8.58668231964111,50.0451
130.7,50.045051574707,8.58668,8.58668231964111,50.0451
130.71,50.045051574707,8.58668,8.58668231964111,50.0451
130.72,50.045051574707,8.58668,8.58668231964111,50.0451
130.73,50.045051574707,8.58668,8.58668231964111,50.0451
130.74,50.045051574707,8.58668,8.58668231964111,50.0451
130.75,50.045051574707,8.58668,8.58668231964111,50.0451
130.76,50.045051574707,8.58668,8.58668231964111,50.0451
130.77,50.045051574707,8.58668,8.58668231964111,50.0451
130.78,50.045051574707,8.58668,8.58668231964111,50.0451
130.79,50.045051574707,8.58668,8.58668231964111,50.0451
130.8,50.045051574707,8.58668,8.58668231964111,50.0451
130.81,50.045051574707,8.58668,8.58668231964111,50.0451
130.82,50.045051574707,8.58668,8.58668231964111,50.0451
130.83,50.045051574707,8.58668,8.58668231964111,50.0451
130.84,50.045051574707,8.58668,8.58668231964111,50.0451
130.85,50.045051574707,8.58668,8.58668231964111,50.0451
130.86,50.045051574707,8.58668,8.58668231964111,50.0451
130.87,50.045051574707,8.58668,8.58668231964111,50.0451
130.88,50.045051574707,8.58668,8.58668231964111,50.0451
130.89,50.045051574707,8.58668,8.58668231964111,50.0451
130.9,50.045051574707,8.58668,8.58668231964111,50.0451
130.91,50.045051574707,8.58668,8.58668231964111,50.0451
130.92,50.045051574707,8.58668,8.58668231964111,50.0451
130.93,50.045051574707,8.58668,8.58668231964111,50.0451
130.94,50.045051574707,8.58668,8.58668231964111,50.0451
130.95,50.045051574707,8.58668,8.58668231964111,50.0451
130.96,50.045051574707,8.58668,8.58668231964111,50.0451
130.97,50.045051574707,8.58668,8.58668231964111,50.0451
130.98,50.045051574707,8.58668,8.58668231964111,50.0451
130.99,50.045051574707,8.58668,8.58668231964111,50.0451
131,50.045051574707,8.58668,8.58668231964111,50.0451
131.01,50.045051574707,8.58668,8.58668231964111,50.0451
131.02,50.045051574707,8.58668,8.58668231964111,50.0451
131.03,50.045051574707,8.58668,8.58668231964111,50.0451
131.04,50.045051574707,8.58668,8.58668231964111,50.0451
131.05,50.045051574707,8.58668,8.58668231964111,50.0451
131.06,50.045051574707,8.58668,8.58668231964111,50.0451
131.07,50.045051574707,8.58668,8.58668231964111,50.0451
131.08,50.045051574707,8.58668,8.58668231964111,50.0451
131.09,50.045051574707,8.58668,8.58668231964111,50.0451
131.1,50.045051574707,8.58668,8.58668231964111,50.0451
131.11,50.045051574707,8.58668,8.58668231964111,50.0451
131.12,50.045051574707,8.58668,8.58668231964111,50.0451
131.13,50.045051574707,8.58668,8.58668231964111,50.0451
131.14,50.045051574707,8.58668,8.58668231964111,50.0451
131.15,50.045051574707,8.58668,8.58668231964111,50.0451
131.16,50.045051574707,8.58668,8.58668231964111,50.0451
131.17,50.045051574707,8.58668,8.58668231964111,50.0451
131.18,50.045051574707,8.58668,8.58668231964111,50.0451
131.19,50.045051574707,8.58668,8.58668231964111,50.0451
131.2,50.045051574707,8.58668,8.58668231964111,50.0451
131.21,50.045051574707,8.58668,8.58668231964111,50.0451
131.22,50.045051574707,8.58668,8.58668231964111,50.0451
131.23,50.045051574707,8.58668,8.58668231964111,50.0451
131.24,50.045051574707,8.58668,8.58668231964111,50.0451
131.25,50.045051574707,8.58668,8.58668231964111,50.0451
131.26,50.045051574707,8.58668,8.58668231964111,50.0451
131.27,50.045051574707,8.58668,8.58668231964111,50.0451
131.28,50.045051574707,8.58668,8.58668231964111,50.0451
131.29,50.045051574707,8.58668,8.58668231964111,50.0451
131.3,50.045051574707,8.58668,8.58668231964111,50.0451
131.31,50.045051574707,8.58668,8.58668231964111,50.0451
131.32,50.045051574707,8.58668,8.58668231964111,50.0451
131.33,50.045051574707,8.58668,8.58668231964111,50.0451
131.34,50.045051574707,8.58668,8.58668231964111,50.0451
131.35,50.045051574707,8.58668,8.58668231964111,50.0451
131.36,50.045051574707,8.58668,8.58668231964111,50.0451
131.37,50.045051574707,8.58668,8.58668231964111,50.0451
131.38,50.045051574707,8.58668,8.58668231964111,50.0451
131.39,50.045051574707,8.58668,8.58668231964111,50.0451
131.4,50.045051574707,8.58668,8.58668231964111,50.0451
131.41,50.045051574707,8.58668,8.58668231964111,50.0451
131.42,50.045051574707,8.58668,8.58668231964111,50.0451
131.43,50.045051574707,8.58668,8.58668231964111,50.0451
131.44,50.045051574707,8.58668,8.58668231964111,50.0451
131.45,50.045051574707,8.58668,8.58668231964111,50.0451
131.46,50.045051574707,8.58668,8.58668231964111,50.0451
131.47,50.045051574707,8.58668,8.58668231964111,50.0451
131.48,50.045051574707,8.58668,8.58668231964111,50.0451
131.49,50.045051574707,8.58668,8.58668231964111,50.0451
131.5,50.045051574707,8.58668,8.58668231964111,50.0451
131.51,50.045051574707,8.58668,8.58668231964111,50.0451
131.52,50.045051574707,8.58668,8.58668231964111,50.0451
131.53,50.045051574707,8.58668,8.58668231964111,50.0451
131.54,50.045051574707,8.58668,8.58668231964111,50.0451
131.55,50.045051574707,8.58668,8.58668231964111,50.0451
131.56,50.045051574707,8.58668,8.58668231964111,50.0451
131.57,50.045051574707,8.58668,8.58668231964111,50.0451
131.58,50.045051574707,8.58668,8.58668231964111,50.0451
131.59,50.045051574707,8.58668,8.58668231964111,50.0451
131.6,50.045051574707,8.58668,8.58668231964111,50.0451
131.61,50.045051574707,8.58668,8.58668231964111,50.0451
131.62,50.045051574707,8.58668,8.58668231964111,50.0451
131.63,50.045051574707,8.58668,8.58668231964111,50.0451
131.64,50.045051574707,8.58668,8.58668231964111,50.0451
131.65,50.045051574707,8.58668,8.58668231964111,50.0451
131.66,50.045051574707,8.58668,8.58668231964111,50.0451
131.67,50.045051574707,8.58668,8.58668231964111,50.0451
131.68,50.045051574707,8.58668,8.58668231964111,50.0451
131.69,50.045051574707,8.58668,8.58668231964111,50.0451
131.7,50.045051574707,8.58668,8.58668231964111,50.0451
131.71,50.045051574707,8.58668,8.58668231964111,50.0451
131.72,50.045051574707,8.58668,8.58668231964111,50.0451
131.73,50.045051574707,8.58668,8.58668231964111,50.0451
131.74,50.045051574707,8.58668,8.58668231964111,50.0451
131.75,50.045051574707,8.58668,8.58668231964111,50.0451
131.76,50.045051574707,8.58668,8.58668231964111,50.0451
131.77,50.045051574707,8.58668,8.58668231964111,50.0451
131.78,50.045051574707,8.58668,8.58668231964111,50.0451
131.79,50.045051574707,8.58668,8.58668231964111,50.0451
131.8,50.045051574707,8.58668,8.58668231964111,50.0451
131.81,50.045051574707,8.58668,8.58668231964111,50.0451
131.82,50.045051574707,8.58668,8.58668231964111,50.0451
131.83,50.045051574707,8.58668,8.58668231964111,50.0451
131.84,50.045051574707,8.58668,8.58668231964111,50.0451
131.85,50.045051574707,8.58668,8.58668231964111,50.0451
131.86,50.045051574707,8.58668,8.58668231964111,50.0451
131.87,50.045051574707,8.58668,8.58668231964111,50.0451
131.88,50.045051574707,8.58668,8.58668231964111,50.0451
131.89,50.045051574707,8.58668,8.58668231964111,50.0451
131.9,50.045051574707,8.58668,8.58668231964111,50.0451
131.91,50.045051574707,8.58668,8.58668231964111,50.0451
131.92,50.045051574707,8.58668,8.58668231964111,50.0451
131.93,50.045051574707,8.58668,8.58668231964111,50.0451
131.94,50.045051574707,8.58668,8.58668231964111,50.0451
131.95,50.045051574707,8.58668,8.58668231964111,50.0451
131.96,50.045051574707,8.58668,8.58668231964111,50.0451
131.97,50.045051574707,8.58668,8.58668231964111,50.0451
131.98,50.045051574707,8.58668,8.58668231964111,50.0451
131.99,50.045051574707,8.58668,8.58668231964111,50.0451
132,50.045051574707,8.58668,8.58668231964111,50.0451
132.01,50.045051574707,8.58668,8.58668231964111,50.0451
132.02,50.045051574707,8.58668,8.58668231964111,50.0451
132.03,50.045051574707,8.58668,8.58668231964111,50.0451
132.04,50.045051574707,8.58668,8.58668231964111,50.0451
132.05,50.045051574707,8.58668,8.58668231964111,50.0451
132.06,50.045051574707,8.58668,8.58668231964111,50.0451
132.07,50.045051574707,8.58668,8.58668231964111,50.0451
132.08,50.045051574707,8.58668,8.58668231964111,50.0451
132.09,50.045051574707,8.58668,8.58668231964111,50.0451
132.1,50.045051574707,8.58668,8.58668231964111,50.0451
132.11,50.045051574707,8.58668,8.58668231964111,50.0451
132.12,50.045051574707,8.58668,8.58668231964111,50.0451
132.13,50.045051574707,8.58668,8.58668231964111,50.0451
132.14,50.045051574707,8.58668,8.58668231964111,50.0451
132.15,50.045051574707,8.58668,8.58668231964111,50.0451
132.16,50.045051574707,8.58668,8.58668231964111,50.0451
132.17,50.045051574707,8.58668,8.58668231964111,50.0451
132.18,50.045051574707,8.58668,8.58668231964111,50.0451
132.19,50.045051574707,8.58668,8.58668231964111,50.0451
132.2,50.045051574707,8.58668,8.58668231964111,50.0451
132.21,50.045051574707,8.58668,8.58668231964111,50.0451
132.22,50.045051574707,8.58668,8.58668231964111,50.0451
132.23,50.045051574707,8.58668,8.58668231964111,50.0451
132.24,50.045051574707,8.58668,8.58668231964111,50.0451
132.25,50.045051574707,8.58668,8.58668231964111,50.0451
132.26,50.045051574707,8.58668,8.58668231964111,50.0451
132.27,50.045051574707,8.58668,8.58668231964111,50.0451
132.28,50.045051574707,8.58668,8.58668231964111,50.0451
132.29,50.045051574707,8.58668,8.58668231964111,50.0451
132.3,50.045051574707,8.58668,8.58668231964111,50.0451
132.31,50.045051574707,8.58668,8.58668231964111,50.0451
132.32,50.045051574707,8.58668,8.58668231964111,50.0451
132.33,50.045051574707,8.58668,8.58668231964111,50.0451
132.34,50.045051574707,8.58668,8.58668231964111,50.0451
132.35,50.045051574707,8.58668,8.58668231964111,50.0451
132.36,50.045051574707,8.58668,8.58668231964111,50.0451
132.37,50.045051574707,8.58668,8.58668231964111,50.0451
132.38,50.045051574707,8.58668,8.58668231964111,50.0451
132.39,50.045051574707,8.58668,8.58668231964111,50.0451
132.4,50.045051574707,8.58668,8.58668231964111,50.0451
132.41,50.045051574707,8.58668,8.58668231964111,50.0451
132.42,50.045051574707,8.58668,8.58668231964111,50.0451
132.43,50.045051574707,8.58668,8.58668231964111,50.0451
132.44,50.045051574707,8.58668,8.58668231964111,50.0451
132.45,50.045051574707,8.58668,8.58668231964111,50.0451
132.46,50.045051574707,8.58668,8.58668231964111,50.0451
132.47,50.045051574707,8.58668,8.58668231964111,50.0451
132.48,50.045051574707,8.58668,8.58668231964111,50.0451
